ModelName,PLCIdx,EngineName,PLCIdx,OptionName,PLCIdx
SU2id,0,GM2,10,None,-1,FL,15
SU2id,0,KPA,11,None,-1,FL,15
KS,1,GM2,10,None,-1,FCA,4,FL,15
SX2id,2,EV,15,None,-1
